SECCION_CO,LOTES,PREDIOS,UCensales,RazonUnidx,DifUC_Pred
47001300503,4,4,9,2.3,5.0
47001300504,7,7,18,2.6,11.0
47001300505,46,52,84,1.6,32.0
47001300506,9,9,26,2.9,17.0
47001300507,19,44,95,2.2,51.0
47001300508,14,16,20,1.3,4.0
47001300509,48,59,89,1.5,30.0
47001300510,31,36,38,1.1,2.0
47001300511,178,192,289,1.5,97.0
47001300512,48,62,90,1.5,28.0
47001300513,11,11,24,2.2,13.0
47001300514,71,100,103,1.0,3.0
47001300515,2,2,8,4.0,6.0
47001300516,1,1,13,13.0,12.0
47001300517,3,3,7,2.3,4.0
47001300518,23,23,35,1.5,12.0
47001300519,9,10,8,0.8,-2.0
47001300520,22,26,57,2.2,31.0
47001300521,9,9,9,1.0,0.0
47001300601,55,57,85,1.5,28.0
47001300603,95,136,205,1.5,69.0
47001300604,225,287,501,1.7,214.0
47001300605,19,23,19,0.8,-4.0
47001300606,56,953,279,0.3,-674.0
47001300607,68,79,126,1.6,47.0
47001300608,40,45,74,1.6,29.0
47001300609,134,136,72,0.5,-64.0
47001300610,20,25,38,1.5,13.0
47001300611,43,45,83,1.8,38.0
47001300612,147,522,237,0.5,-285.0
47001300701,37,70,46,0.7,-24.0
47001300702,8,8,7,0.9,-1.0
47001300703,28,37,28,0.8,-9.0
47001300704,205,263,495,1.9,232.0
47001300705,35,50,87,1.7,37.0
47001300706,43,48,46,1.0,-2.0
47001300707,20,38,19,0.5,-19.0
47001300708,6,7,9,1.3,2.0
47001300709,58,114,164,1.4,50.0
47001300710,20,29,40,1.4,11.0
47001300711,7,7,7,1.0,0.0
47001300712,16,16,12,0.8,-4.0
47001300713,22,24,27,1.1,3.0
47001300714,22,26,42,1.6,16.0
47001300715,35,35,42,1.2,7.0
47001300716,19,26,29,1.1,3.0
47001300717,24,28,41,1.5,13.0
47001300718,14,15,30,2.0,15.0
47001300719,15,16,53,3.3,37.0
47001300803,17,18,32,1.8,14.0
47001300804,5,6,6,1.0,0.0
47001300805,5,5,1,0.2,-4.0
47001300806,23,25,17,0.7,-8.0
47001300807,15,15,16,1.1,1.0
47001300808,75,83,150,1.8,67.0
47001300809,11,11,16,1.5,5.0
47001300811,1,1,12,12.0,11.0
47001300812,2,2,2,1.0,0.0
47001300814,35,54,40,0.7,-14.0
47001300815,26,30,29,1.0,-1.0
47001300816,12,13,12,0.9,-1.0
47001300817,11,11,9,0.8,-2.0
47001300818,1,1,1,1.0,0.0
47001300819,2,2,1,0.5,-1.0
47001300822,7,7,11,1.6,4.0
47001300904,5,5,2,0.4,-3.0
47001300905,10,12,18,1.5,6.0
47001300909,12,12,9,0.8,-3.0
47001300910,2,2,4,2.0,2.0
47001301009,1,1,33,33.0,32.0
47001301118,4,4,3,0.8,-1.0
47001301201,82,117,260,2.2,143.0
47001301203,20,20,2,0.1,-18.0
47001301205,16,17,38,2.2,21.0
47001301206,159,312,142,0.5,-170.0
47001301207,29,30,17,0.6,-13.0
47001301208,29,39,41,1.1,2.0
47001301209,22,24,35,1.5,11.0
47001301210,37,39,21,0.5,-18.0
47001301211,52,63,61,1.0,-2.0
47001301212,17,20,2,0.1,-18.0
47001301213,35,35,46,1.3,11.0
47001301214,17,17,2,0.1,-15.0
47001301216,16,16,1,0.1,-15.0
47001301219,13,14,10,0.7,-4.0
47001301301,628,1047,1123,1.1,76.0
47001301302,235,535,637,1.2,102.0
47001301303,15,16,94,5.9,78.0
47001301304,8,61,11,0.2,-50.0
47001301305,2,2,11,5.5,9.0
47001301307,70,75,152,2.0,77.0
47001301308,31,31,50,1.6,19.0
47001301309,32,39,39,1.0,0.0
47001301310,27,38,34,0.9,-4.0
47001301311,16,16,19,1.2,3.0
47001301312,23,28,27,1.0,-1.0
47001301313,8,9,7,0.8,-2.0
47001301314,14,15,13,0.9,-2.0
47001301315,16,16,26,1.6,10.0
47001301316,19,19,21,1.1,2.0
47001301317,18,21,30,1.4,9.0
47001301318,10,10,12,1.2,2.0
47001301319,6,6,20,3.3,14.0
47001301320,18,18,10,0.6,-8.0
47001301321,9,10,1,0.1,-9.0
47001301408,4,3,12,4.0,9.0
47001301409,6,6,9,1.5,3.0
47001301420,1,1,45,45.0,44.0
47001301501,6,6,111,18.5,105.0
47001301502,15,210,390,1.9,180.0
47001301503,33,99,144,1.5,45.0
47001301504,5,5,24,4.8,19.0
47001301505,3,3,6,2.0,3.0
47001301507,282,334,428,1.3,94.0
47001301510,109,125,88,0.7,-37.0
47001301511,19,26,29,1.1,3.0
47001301512,23,36,36,1.0,0.0
47001301513,15,15,16,1.1,1.0
47001301514,7,7,6,0.9,-1.0
47001301515,11,12,14,1.2,2.0
47001301516,9,9,6,0.7,-3.0
47001301517,4,57,22,0.4,-35.0
47001301518,6,6,9,1.5,3.0
47001301519,7,7,18,2.6,11.0
47001301520,10,23,10,0.4,-13.0
47001301601,21,27,419,15.5,392.0
47001301602,27,42,7,0.2,-35.0
47001301610,10,10,8,0.8,-2.0
47001301701,5,5,3,0.6,-2.0
47001301702,3,3,1,0.3,-2.0
47001301706,7,7,6,0.9,-1.0
47001301714,1,1,122,122.0,121.0
47030300101,38,37,41,1.1,4.0
47030300102,29,29,50,1.7,21.0
47030300103,10,10,11,1.1,1.0
47030300104,29,27,32,1.2,5.0
47030300105,26,26,29,1.1,3.0
47030300201,19,19,29,1.5,10.0
47030300202,31,31,37,1.2,6.0
47030300203,32,32,64,2.0,32.0
47030300204,41,41,130,3.2,89.0
47030300205,72,75,66,0.9,-9.0
47030300206,36,35,45,1.3,10.0
47030300301,489,530,913,1.7,383.0
47030300302,70,71,116,1.6,45.0
47030300303,27,28,39,1.4,11.0
47030300304,177,177,136,0.8,-41.0
47030300401,31,30,45,1.5,15.0
47030300402,20,20,35,1.8,15.0
47030300403,17,17,36,2.1,19.0
47053300401,149,149,247,1.7,98.0
47053300402,117,116,348,3.0,232.0
47053300403,418,419,86,0.2,-333.0
47053300404,53,57,65,1.1,8.0
47053300405,34,39,44,1.1,5.0
47053300501,35,35,39,1.1,4.0
47053300502,84,84,111,1.3,27.0
47053300503,1261,1483,2114,1.4,631.0
47053300504,54,54,75,1.4,21.0
47053300601,30,30,34,1.1,4.0
47053300602,44,44,154,3.5,110.0
47053300603,43,43,40,0.9,-3.0
47053300701,46,46,43,0.9,-3.0
47053300702,48,47,1,0.0,-46.0
47053300704,45,45,41,0.9,-4.0
47053300705,46,46,37,0.8,-9.0
47053300801,54,52,6,0.1,-46.0
47053300802,33,34,1,0.0,-33.0
47053300803,16,17,15,0.9,-2.0
47053300806,12,12,1,0.1,-11.0
47053300901,5,7,6,0.9,-1.0
47053301003,36,36,3,0.1,-33.0
47053301004,36,36,5,0.1,-31.0
47053301005,48,48,7,0.1,-41.0
47053301103,7,6,43,7.2,37.0
47053301304,3,3,31,10.3,28.0
47053301801,1,1,89,89.0,88.0
47058300601,6,6,4,0.7,-2.0
47058300602,7,7,6,0.9,-1.0
47058300701,30,30,28,0.9,-2.0
47058300702,35,35,38,1.1,3.0
47058300703,188,219,215,1.0,-4.0
47058300704,28,29,30,1.0,1.0
47058300705,42,52,28,0.5,-24.0
47058300801,26,26,27,1.0,1.0
47058300802,31,31,28,0.9,-3.0
47058300803,36,36,35,1.0,-1.0
47058300804,25,25,32,1.3,7.0
47058300805,42,42,42,1.0,0.0
47058300806,34,34,37,1.1,3.0
47058300807,66,66,65,1.0,-1.0
47058300808,4,4,4,1.0,0.0
47058300901,42,46,40,0.9,-6.0
47058300902,61,63,55,0.9,-8.0
47058300903,20,20,24,1.2,4.0
47058300904,37,36,46,1.3,10.0
47058301001,37,36,38,1.1,2.0
47058301002,70,84,65,0.8,-19.0
47058301003,67,67,85,1.3,18.0
47058301004,35,35,61,1.7,26.0
47058301101,33,33,39,1.2,6.0
47058301102,67,67,72,1.1,5.0
47058301103,22,22,46,2.1,24.0
47058301104,25,26,49,1.9,23.0
47058301105,26,26,31,1.2,5.0
47058301106,29,29,27,0.9,-2.0
47058301201,792,1111,1308,1.2,197.0
47058301202,50,60,109,1.8,49.0
47058301203,39,39,46,1.2,7.0
47058301204,24,24,33,1.4,9.0
47058301205,3,3,7,2.3,4.0
47058301301,21,21,21,1.0,0.0
47058301302,22,22,25,1.1,3.0
47058301303,23,24,35,1.5,11.0
47058301304,9,9,11,1.2,2.0
47058301305,20,20,27,1.4,7.0
47058301401,22,22,16,0.7,-6.0
47058301402,33,33,39,1.2,6.0
47058301403,23,25,25,1.0,0.0
47058301404,36,36,56,1.6,20.0
47058301405,144,144,386,2.7,242.0
47058301501,43,42,67,1.6,25.0
47058301502,31,32,38,1.2,6.0
47058301503,42,42,45,1.1,3.0
47058301601,42,46,56,1.2,10.0
47058301602,44,44,51,1.2,7.0
47058301603,67,67,109,1.6,42.0
47058301701,14,17,17,1.0,0.0
47058301702,9,9,8,0.9,-1.0
47058301703,5,5,14,2.8,9.0
47058301704,10,10,7,0.7,-3.0
47058301705,4,4,5,1.3,1.0
47058301706,5,5,5,1.0,0.0
47161300101,104,107,119,1.1,12.0
47161300102,220,235,308,1.3,73.0
47161300103,231,244,260,1.1,16.0
47161300104,199,229,306,1.3,77.0
47161300201,6,6,3,0.5,-3.0
47161300202,6,6,7,1.2,1.0
47161300301,61,62,65,1.0,3.0
47161300302,544,559,750,1.3,191.0
47161300303,65,66,93,1.4,27.0
47170300101,40,39,40,1.0,1.0
47170300102,84,77,103,1.3,26.0
47170300103,112,105,124,1.2,19.0
47170300104,351,519,427,0.8,-92.0
47170300105,25,25,29,1.2,4.0
47170300201,41,41,54,1.3,13.0
47170300202,56,57,69,1.2,12.0
47170300203,56,56,75,1.3,19.0
47170300204,32,32,40,1.3,8.0
47170300205,73,72,67,0.9,-5.0
47170300206,46,46,42,0.9,-4.0
47170300301,62,63,129,2.0,66.0
47170300302,33,33,58,1.8,25.0
47170300303,74,74,98,1.3,24.0
47170300304,56,56,77,1.4,21.0
47170300305,216,314,441,1.4,127.0
47170300401,35,35,33,0.9,-2.0
47170300402,53,61,35,0.6,-26.0
47170300403,26,26,33,1.3,7.0
47170300404,82,123,126,1.0,3.0
47170300405,34,34,31,0.9,-3.0
47170300406,36,36,41,1.1,5.0
47170300501,45,45,69,1.5,24.0
47170300502,28,28,53,1.9,25.0
47170300503,15,15,22,1.5,7.0
47170300504,115,121,131,1.1,10.0
47170300505,33,33,80,2.4,47.0
47170300506,75,85,108,1.3,23.0
47189300101,39,43,29,0.7,-14.0
47189300102,44,55,235,4.3,180.0
47189300103,36,36,19,0.5,-17.0
47189300104,39,39,8,0.2,-31.0
47189300105,62,63,26,0.4,-37.0
47189300201,230,325,383,1.2,58.0
47189300202,133,154,215,1.4,61.0
47189300203,69,96,151,1.6,55.0
47189300204,303,364,908,2.5,544.0
47189300301,92,93,147,1.6,54.0
47189300401,55,54,182,3.4,128.0
47189300402,82,83,162,2.0,79.0
47189300403,137,137,339,2.5,202.0
47189300404,60,60,121,2.0,61.0
47189300501,70,70,49,0.7,-21.0
47189300502,42,42,55,1.3,13.0
47189300503,63,65,44,0.7,-21.0
47189300504,94,92,37,0.4,-55.0
47189300601,29,29,41,1.4,12.0
47189300602,36,36,49,1.4,13.0
47189300603,42,43,66,1.5,23.0
47189300604,117,134,210,1.6,76.0
47189300605,95,169,324,1.9,155.0
47189300701,50,50,105,2.1,55.0
47189300702,23,23,4,0.2,-19.0
47189300801,93,92,86,0.9,-6.0
47189300802,71,71,1,0.0,-70.0
47189300903,57,61,24,0.4,-37.0
47189301003,1,2,2,1.0,0.0
47189301202,15,15,10,0.7,-5.0
47189301204,6,6,39,6.5,33.0
47189301205,3,3,152,50.7,149.0
47189301301,95,463,370,0.8,-93.0
47189301302,87,87,2,0.0,-85.0
47189301303,63,67,126,1.9,59.0
47189301304,58,70,47,0.7,-23.0
47189301401,46,46,20,0.4,-26.0
47189301402,124,174,143,0.8,-31.0
47189301403,350,382,671,1.8,289.0
47189301406,46,48,8,0.2,-40.0
47189301408,25,105,3,0.0,-102.0
47189301501,62,62,93,1.5,31.0
47189301502,11,11,48,4.4,37.0
47189301503,41,68,59,0.9,-9.0
47189301504,39,39,32,0.8,-7.0
47189301505,27,27,30,1.1,3.0
47189301801,20,21,32,1.5,11.0
47189301802,39,39,47,1.2,8.0
47189301803,65,66,91,1.4,25.0
47189301804,46,46,74,1.6,28.0
47205300101,1096,1182,1574,1.3,392.0
47205300102,135,135,164,1.2,29.0
47205300103,88,88,95,1.1,7.0
47205300104,127,127,107,0.8,-20.0
47205300105,423,429,728,1.7,299.0
47245300101,96,103,186,1.8,83.0
47245300102,109,113,106,0.9,-7.0
47245300103,98,101,117,1.2,16.0
47245300201,78,92,118,1.3,26.0
47245300202,81,86,112,1.3,26.0
47245300203,34,36,53,1.5,17.0
47245300204,285,318,307,1.0,-11.0
47245300205,246,312,436,1.4,124.0
47245300301,11,11,1,0.1,-10.0
47245300302,2,2,1,0.5,-1.0
47245300303,9,9,9,1.0,0.0
47245300401,279,361,374,1.0,13.0
47245300402,3,3,4,1.3,1.0
47245300403,77,120,129,1.1,9.0
47245300404,332,477,514,1.1,37.0
47245300501,291,394,469,1.2,75.0
47245300502,102,107,279,2.6,172.0
47245300503,403,468,590,1.3,122.0
47245300504,408,436,416,1.0,-20.0
47245300601,186,239,302,1.3,63.0
47245300602,237,276,372,1.3,96.0
47245300603,70,74,116,1.6,42.0
47245300604,71,72,153,2.1,81.0
47245300701,430,510,666,1.3,156.0
47245300702,86,91,106,1.2,15.0
47245300703,111,120,329,2.7,209.0
47245300704,233,281,387,1.4,106.0
47245300705,63,143,97,0.7,-46.0
47245300801,2,2,4,2.0,2.0
47245300804,452,574,845,1.5,271.0
47245300807,54,97,198,2.0,101.0
47245300808,3,3,2,0.7,-1.0
47245300810,292,535,445,0.8,-90.0
47245300811,112,194,189,1.0,-5.0
47245300901,12,13,14,1.1,1.0
47258300101,68,68,72,1.1,4.0
47258300102,89,89,107,1.2,18.0
47258300103,82,82,82,1.0,0.0
47258300104,83,83,88,1.1,5.0
47258300201,124,127,188,1.5,61.0
47258300203,291,312,381,1.2,69.0
47258300204,46,46,40,0.9,-6.0
47258300301,60,60,58,1.0,-2.0
47258300302,71,71,75,1.1,4.0
47258300303,576,620,1004,1.6,384.0
47258300304,585,601,811,1.3,210.0
47258300305,438,446,627,1.4,181.0
47258300306,28,28,3,0.1,-25.0
47258300401,83,83,92,1.1,9.0
47258300402,65,64,70,1.1,6.0
47258300403,95,95,91,1.0,-4.0
47258300404,153,162,272,1.7,110.0
47258300405,100,101,180,1.8,79.0
47258300501,55,55,54,1.0,-1.0
47258300502,45,45,82,1.8,37.0
47258300503,159,159,213,1.3,54.0
47258300504,58,58,51,0.9,-7.0
47258300505,56,59,62,1.1,3.0
47258300506,355,401,736,1.8,335.0
47258300601,46,46,49,1.1,3.0
47258300602,109,114,86,0.8,-28.0
47258300603,67,67,82,1.2,15.0
47268300101,35,37,74,2.0,37.0
47268300102,6,6,8,1.3,2.0
47268300103,40,40,158,4.0,118.0
47268300104,37,37,60,1.6,23.0
47268300105,88,88,189,2.1,101.0
47268300201,34,34,45,1.3,11.0
47268300202,35,35,69,2.0,34.0
47268300203,66,66,104,1.6,38.0
47268300301,73,73,99,1.4,26.0
47268300302,106,106,119,1.1,13.0
47268300303,281,292,714,2.4,422.0
47268300304,102,104,160,1.5,56.0
47288300101,143,152,146,1.0,-6.0
47288300102,17,17,28,1.6,11.0
47288300103,4,4,5,1.3,1.0
47288300104,16,16,22,1.4,6.0
47288300201,12,12,82,6.8,70.0
47288300202,29,29,33,1.1,4.0
47288300203,59,59,33,0.6,-26.0
47288300301,16,16,23,1.4,7.0
47288300302,19,18,85,4.7,67.0
47288300303,333,353,548,1.6,195.0
47288300304,20,19,43,2.3,24.0
47288300305,38,38,50,1.3,12.0
47288300601,30,29,29,1.0,0.0
47288300602,45,45,184,4.1,139.0
47288300603,37,37,44,1.2,7.0
47288300604,53,53,80,1.5,27.0
47288300702,98,97,72,0.7,-25.0
47288300703,112,112,11,0.1,-101.0
47288300704,41,40,54,1.4,14.0
47288300705,64,64,56,0.9,-8.0
47288300706,36,36,41,1.1,5.0
47288300801,30,29,2,0.1,-27.0
47288300804,69,68,8,0.1,-60.0
47288300805,44,44,30,0.7,-14.0
47288300906,1,1,32,32.0,31.0
47318300101,314,316,370,1.2,54.0
47318300102,301,299,451,1.5,152.0
47318300103,256,257,346,1.3,89.0
47318300104,47,46,68,1.5,22.0
47318300105,113,113,180,1.6,67.0
47318300201,71,71,98,1.4,27.0
47318300202,532,532,676,1.3,144.0
47318300203,101,101,111,1.1,10.0
47318300204,672,676,802,1.2,126.0
47318300205,377,374,462,1.2,88.0
47318300206,335,335,476,1.4,141.0
47318300301,88,107,167,1.6,60.0
47318300302,129,129,184,1.4,55.0
47318300303,336,334,567,1.7,233.0
47318300304,87,87,120,1.4,33.0
47318300305,75,75,139,1.9,64.0
47318300401,125,126,172,1.4,46.0
47318300402,70,70,139,2.0,69.0
47318300403,566,575,744,1.3,169.0
47318300404,159,159,243,1.5,84.0
47318300501,296,312,208,0.7,-104.0
47318300502,137,137,303,2.2,166.0
47318300503,134,135,236,1.7,101.0
47318300504,64,64,128,2.0,64.0
47318300505,84,83,125,1.5,42.0
47318300506,129,129,213,1.7,84.0
47460300101,49,48,82,1.7,34.0
47460300102,52,52,112,2.2,60.0
47460300103,54,60,78,1.3,18.0
47460300201,43,44,57,1.3,13.0
47460300202,34,34,46,1.4,12.0
47460300203,28,28,26,0.9,-2.0
47460300204,38,44,41,0.9,-3.0
47460300301,35,35,39,1.1,4.0
47460300302,137,208,213,1.0,5.0
47460300303,65,64,70,1.1,6.0
47460300501,40,40,48,1.2,8.0
47460300502,37,37,30,0.8,-7.0
47460300503,44,52,39,0.8,-13.0
47460300504,35,35,27,0.8,-8.0
47460300601,42,42,49,1.2,7.0
47460300602,37,38,45,1.2,7.0
47460300603,19,19,24,1.3,5.0
47460300604,35,35,43,1.2,8.0
47460300701,34,34,41,1.2,7.0
47460300702,39,41,62,1.5,21.0
47460300703,42,42,56,1.3,14.0
47460300704,46,47,65,1.4,18.0
47460300705,43,43,71,1.7,28.0
47460300706,113,167,125,0.7,-42.0
47460300801,153,255,209,0.8,-46.0
47460300802,39,40,50,1.3,10.0
47460300803,43,43,39,0.9,-4.0
47460300804,47,48,35,0.7,-13.0
47460300805,22,24,32,1.3,8.0
47460300806,38,38,35,0.9,-3.0
47460300901,1031,1595,1863,1.2,268.0
47460300902,49,50,86,1.7,36.0
47460300903,77,83,124,1.5,41.0
47460300904,41,42,51,1.2,9.0
47460300905,57,66,83,1.3,17.0
47541300101,183,186,218,1.2,32.0
47541300102,74,74,99,1.3,25.0
47541300103,93,93,118,1.3,25.0
47541300104,124,128,138,1.1,10.0
47541300105,236,271,274,1.0,3.0
47541300106,578,744,800,1.1,56.0
47541300201,63,63,85,1.3,22.0
47541300202,394,480,465,1.0,-15.0
47541300203,48,48,77,1.6,29.0
47541300204,43,43,62,1.4,19.0
47541300205,43,43,50,1.2,7.0
47541300206,46,46,70,1.5,24.0
47541300207,539,745,713,1.0,-32.0
47541300401,48,53,53,1.0,0.0
47541300402,8,8,9,1.1,1.0
47545300101,23,74,118,1.6,44.0
47545300102,21,21,24,1.1,3.0
47545300103,19,17,37,2.2,20.0
47545300104,20,19,24,1.3,5.0
47545300201,15,15,20,1.3,5.0
47545300204,22,22,27,1.2,5.0
47545300301,38,38,63,1.7,25.0
47545300302,39,35,86,2.5,51.0
47545300303,25,25,35,1.4,10.0
47545300304,21,21,29,1.4,8.0
47545300401,53,53,89,1.7,36.0
47545300402,45,45,69,1.5,24.0
47545300403,21,21,51,2.4,30.0
47545300404,145,226,216,1.0,-10.0
47545300405,40,40,134,3.4,94.0
47545300501,61,68,105,1.5,37.0
47545300502,33,33,52,1.6,19.0
47545300503,15,15,28,1.9,13.0
47545300601,29,33,46,1.4,13.0
47545300602,1,1,3,3.0,2.0
47545300603,11,11,39,3.5,28.0
47545300604,14,14,19,1.4,5.0
47545300701,116,145,265,1.8,120.0
47545300702,47,54,50,0.9,-4.0
47545300703,51,54,165,3.1,111.0
47545300704,44,47,65,1.4,18.0
47545300801,144,143,89,0.6,-54.0
47545300802,64,65,68,1.0,3.0
47545300803,333,389,441,1.1,52.0
47545300804,206,232,352,1.5,120.0
47545300805,44,43,42,1.0,-1.0
47545300806,30,33,72,2.2,39.0
47551300101,57,57,64,1.1,7.0
47551300102,63,63,81,1.3,18.0
47551300103,405,512,518,1.0,6.0
47551300104,44,44,45,1.0,1.0
47551300105,63,63,74,1.2,11.0
47551300106,73,83,89,1.1,6.0
47551300201,87,86,85,1.0,-1.0
47551300202,44,44,38,0.9,-6.0
47551300203,60,60,64,1.1,4.0
47551300204,52,52,58,1.1,6.0
47551300301,68,68,101,1.5,33.0
47551300302,23,23,23,1.0,0.0
47551300303,66,66,85,1.3,19.0
47551300304,14,14,18,1.3,4.0
47551300305,28,28,36,1.3,8.0
47551300401,67,74,93,1.3,19.0
47551300402,35,35,36,1.0,1.0
47551300403,32,32,46,1.4,14.0
47551300404,14,14,13,0.9,-1.0
47551300405,281,305,335,1.1,30.0
47551300501,48,48,69,1.4,21.0
47551300502,1100,1345,1331,1.0,-14.0
47551300503,43,43,49,1.1,6.0
47551300504,28,28,32,1.1,4.0
47551300505,33,33,41,1.2,8.0
47551300506,48,48,51,1.1,3.0
47551300601,14,14,17,1.2,3.0
47551300602,48,49,63,1.3,14.0
47551300603,125,123,210,1.7,87.0
47551300604,32,32,51,1.6,19.0
47551300701,20,20,40,2.0,20.0
47551300702,116,114,138,1.2,24.0
47551300703,82,82,30,0.4,-52.0
47551300704,91,90,55,0.6,-35.0
47551300705,31,31,32,1.0,1.0
47551300706,35,35,50,1.4,15.0
47551300801,51,51,26,0.5,-25.0
47551300802,26,26,33,1.3,7.0
47551300803,19,19,25,1.3,6.0
47551300804,16,16,40,2.5,24.0
47551300805,15,15,30,2.0,15.0
47551300806,21,21,35,1.7,14.0
47551300807,20,20,33,1.7,13.0
47551300901,18,18,22,1.2,4.0
47551300902,12,12,20,1.7,8.0
47551300903,15,15,23,1.5,8.0
47551300904,39,39,54,1.4,15.0
47551300905,41,40,64,1.6,24.0
47551301001,37,37,42,1.1,5.0
47551301002,33,33,55,1.7,22.0
47551301004,37,37,41,1.1,4.0
47551301101,48,48,57,1.2,9.0
47551301102,53,53,73,1.4,20.0
47551301103,16,16,31,1.9,15.0
47551301104,17,17,28,1.6,11.0
47551301105,31,31,60,1.9,29.0
47551301201,31,30,44,1.5,14.0
47551301202,36,35,44,1.3,9.0
47551301203,27,27,47,1.7,20.0
47551301204,129,126,166,1.3,40.0
47551301205,102,102,165,1.6,63.0
47551301301,41,41,50,1.2,9.0
47551301302,208,247,234,0.9,-13.0
47551301303,304,372,379,1.0,7.0
47551301304,18,18,42,2.3,24.0
47551301305,56,59,63,1.1,4.0
47551301401,133,138,169,1.2,31.0
47551301402,25,25,36,1.4,11.0
47551301403,29,29,31,1.1,2.0
47551301404,19,19,24,1.3,5.0
47551301405,155,200,49,0.2,-151.0
47551301406,8,8,20,2.5,12.0
47551301501,49,46,62,1.3,16.0
47551301502,4,4,19,4.8,15.0
47551301503,213,226,446,2.0,220.0
47551301801,75,84,132,1.6,48.0
47551301802,21,21,24,1.1,3.0
47551301803,21,21,21,1.0,0.0
47551301804,15,15,52,3.5,37.0
47551301805,7,7,22,3.1,15.0
47555300101,59,59,81,1.4,22.0
47555300102,93,116,142,1.2,26.0
47555300103,74,76,78,1.0,2.0
47555300104,348,445,453,1.0,8.0
47555300201,86,85,96,1.1,11.0
47555300202,67,67,80,1.2,13.0
47555300203,64,64,56,0.9,-8.0
47555300204,159,189,171,0.9,-18.0
47555300205,33,33,33,1.0,0.0
47555300206,376,525,379,0.7,-146.0
47555300301,28,28,39,1.4,11.0
47555300302,90,159,103,0.6,-56.0
47555300303,3,3,8,2.7,5.0
47555300304,2,3,2,0.7,-1.0
47555300305,53,57,70,1.2,13.0
47555300401,19,19,55,2.9,36.0
47555300402,225,314,276,0.9,-38.0
47555300403,52,55,58,1.1,3.0
47555300404,241,299,273,0.9,-26.0
47555300501,1,1,2,2.0,1.0
47555300503,2,3,3,1.0,0.0
47555300504,440,617,549,0.9,-68.0
47555300505,3,3,13,4.3,10.0
47555300506,5,6,5,0.8,-1.0
47555300601,32,32,30,0.9,-2.0
47555300602,54,54,52,1.0,-2.0
47555300603,25,25,25,1.0,0.0
47555300801,58,58,56,1.0,-2.0
47555300802,34,34,39,1.1,5.0
47555300803,43,48,54,1.1,6.0
47555300804,38,38,54,1.4,16.0
47555300805,29,29,33,1.1,4.0
47555300901,20,20,16,0.8,-4.0
47555300902,25,25,31,1.2,6.0
47555300903,34,34,42,1.2,8.0
47555300904,29,29,38,1.3,9.0
47555301001,31,31,66,2.1,35.0
47555301002,24,24,32,1.3,8.0
47555301003,33,33,51,1.5,18.0
47555301004,38,38,51,1.3,13.0
47555301005,19,19,31,1.6,12.0
47555301101,33,34,38,1.1,4.0
47555301102,51,196,120,0.6,-76.0
47555301103,26,26,25,1.0,-1.0
47555301201,46,47,54,1.1,7.0
47555301202,15,16,19,1.2,3.0
47555301203,47,48,55,1.1,7.0
47555301204,53,51,57,1.1,6.0
47555301205,28,28,37,1.3,9.0
47555302001,48,49,56,1.1,7.0
47555302002,55,61,68,1.1,7.0
47555302003,42,43,50,1.2,7.0
47555302004,106,141,151,1.1,10.0
47555302005,39,51,51,1.0,0.0
47555302006,38,38,40,1.1,2.0
47555302101,59,59,72,1.2,13.0
47555302102,62,62,74,1.2,12.0
47555302103,48,49,67,1.4,18.0
47555302104,46,46,63,1.4,17.0
47555302201,51,51,82,1.6,31.0
47555302202,61,61,73,1.2,12.0
47555302203,52,52,65,1.3,13.0
47555302205,56,55,71,1.3,16.0
47570300101,2599,4715,4024,0.9,-691.0
47570300201,6,6,36,6.0,30.0
47570300202,14,16,15,0.9,-1.0
47570300204,4,4,4,1.0,0.0
47570300205,4,9,32,3.6,23.0
47570300301,10,10,11,1.1,1.0
47570300302,18,18,30,1.7,12.0
47570300303,14,14,275,19.6,261.0
47570300401,43,61,49,0.8,-12.0
47570300402,131,174,334,1.9,160.0
47570300403,30,69,77,1.1,8.0
47605300101,92,92,114,1.2,22.0
47605300102,31,31,52,1.7,21.0
47605300103,91,94,100,1.1,6.0
47605300201,52,52,56,1.1,4.0
47605300202,37,37,41,1.1,4.0
47605300203,5,5,5,1.0,0.0
47605300204,2,2,3,1.5,1.0
47605300301,1,1,2,2.0,1.0
47605300303,1,1,1,1.0,0.0
47605300304,1,1,2,2.0,1.0
47605300401,3,3,2,0.7,-1.0
47605300403,10,10,13,1.3,3.0
47605300404,26,26,27,1.0,1.0
47605300405,81,81,88,1.1,7.0
47605300406,88,88,106,1.2,18.0
47605300501,125,168,223,1.3,55.0
47605300502,343,375,545,1.5,170.0
47605300503,80,80,78,1.0,-2.0
47605300504,18,18,24,1.3,6.0
47605300505,3,3,3,1.0,0.0
47605300601,196,200,222,1.1,22.0
47605300602,33,34,40,1.2,6.0
47605300603,371,381,544,1.4,163.0
47605300604,49,49,137,2.8,88.0
47660300101,2,2,4,2.0,2.0
47660300102,16,16,24,1.5,8.0
47660300103,115,136,221,1.6,85.0
47660300201,33,33,35,1.1,2.0
47660300202,74,76,79,1.0,3.0
47660300203,126,178,251,1.4,73.0
47660300204,27,28,44,1.6,16.0
47660300301,66,66,76,1.2,10.0
47660300302,35,35,42,1.2,7.0
47660300303,41,41,59,1.4,18.0
47660300304,39,39,53,1.4,14.0
47660300401,22,24,32,1.3,8.0
47660300402,23,23,28,1.2,5.0
47660300403,18,18,23,1.3,5.0
